Date,Open,High,Low,Close,Adj Close,Volume
2018-06-06,612.599976,620.775024,610.025024,618.724976,545.278442,4038184
2018-06-07,619.000000,629.000000,619.000000,626.224976,551.888184,6676226
2018-06-08,624.000000,631.000000,623.025024,630.025024,555.237061,6459878
2018-06-11,632.775024,635.000000,627.525024,631.200012,556.272522,5171290
2018-06-12,632.875000,635.625000,625.224976,629.250000,554.554138,7839820
2018-06-13,633.400024,642.000000,633.400024,637.400024,561.736633,5766928
2018-06-14,626.500000,626.500000,617.049988,619.849976,550.588806,7598848
2018-06-15,618.500000,645.750000,617.500000,640.625000,569.042542,19957760
2018-06-18,642.000000,645.625000,631.174988,633.700012,562.891235,8214846
2018-06-19,631.500000,631.700012,619.025024,620.799988,551.432739,7545700
2018-06-20,624.250000,626.174988,619.000000,621.575012,552.121155,5371802
2018-06-21,622.974976,628.250000,618.000000,623.275024,553.631226,5798790
2018-06-22,621.500000,627.750000,620.599976,623.924988,554.208679,4343118
2018-06-25,628.575012,639.400024,627.000000,636.224976,565.134155,7731178
2018-06-26,634.500000,641.950012,633.125000,638.924988,567.532471,4483504
2018-06-27,641.974976,646.724976,632.799988,635.000000,564.046143,6952142
2018-06-28,638.150024,649.000000,638.125000,644.799988,572.751038,10996818
2018-06-29,649.025024,657.500000,641.625000,653.599976,580.567749,9966600
2018-07-02,657.000000,670.000000,657.000000,667.349976,592.781311,4830144
2018-07-03,665.950012,678.950012,665.875000,676.875000,601.241943,8127452
2018-07-04,676.025024,676.325012,669.424988,672.599976,597.444763,5025722
2018-07-05,673.549988,673.625000,634.049988,642.000000,570.263855,17019902
2018-07-06,645.125000,650.924988,634.500000,642.125000,570.374939,11215356
2018-07-09,648.500000,651.500000,639.525024,649.424988,576.859192,6644998
2018-07-10,654.250000,657.724976,647.150024,650.700012,577.991760,5974488
2018-07-11,658.775024,671.049988,645.674988,660.224976,586.452515,11899832
2018-07-12,663.049988,663.549988,642.224976,647.174988,574.860596,13272240
2018-07-13,657.500000,665.799988,649.174988,658.700012,585.097900,19496158
2018-07-16,658.700012,692.200012,643.849976,666.424988,591.959778,35344680
2018-07-17,664.849976,674.750000,656.349976,663.950012,589.761292,11161690
2018-07-18,669.900024,671.700012,657.000000,661.275024,587.385193,6919016
2018-07-19,661.500000,665.950012,654.549988,658.349976,584.786987,5118864
2018-07-20,663.000000,683.575012,660.650024,674.049988,598.732666,11705738
2018-07-23,676.075012,684.000000,668.125000,677.974976,602.219177,7675702
2018-07-24,687.200012,691.200012,678.000000,688.575012,611.634766,6172246
2018-07-25,689.500000,696.900024,682.724976,691.875000,614.565979,6936922
2018-07-26,689.275024,695.200012,684.599976,686.625000,609.902649,7362218
2018-07-27,686.599976,694.500000,684.150024,686.724976,609.991333,6493232
2018-07-30,685.000000,686.500000,674.000000,675.500000,600.020691,6409970
2018-07-31,674.275024,685.000000,667.775024,682.549988,606.282898,7943996
2018-08-01,681.900024,684.224976,675.500000,677.025024,601.375305,4675706
2018-08-02,679.799988,683.375000,675.075012,676.825012,601.197693,5940742
2018-08-03,683.099976,683.099976,678.000000,682.049988,605.838684,3970390
2018-08-06,683.025024,687.500000,673.750000,680.325012,604.306519,6178930
2018-08-07,687.000000,689.974976,680.325012,683.974976,607.548645,7351528
2018-08-08,685.900024,686.250000,676.650024,681.375000,605.239136,3992358
2018-08-09,686.825012,694.724976,686.825012,689.974976,612.878174,6409524
2018-08-10,692.900024,694.500000,686.525024,692.724976,615.320923,4779520
2018-08-13,695.000000,704.924988,689.349976,704.375000,625.669250,9979746
2018-08-14,706.974976,712.275024,702.000000,704.150024,625.469421,6151320
2018-08-16,707.474976,717.450012,705.625000,714.775024,634.907166,6626774
2018-08-17,715.450012,718.825012,711.500000,715.174988,635.262390,6390408
2018-08-20,694.000000,703.974976,686.750000,692.125000,614.788025,16101876
2018-08-21,695.000000,698.000000,686.875000,691.974976,614.654724,8361482
2018-08-23,696.500000,700.750000,692.674988,698.700012,620.628418,7717182
2018-08-24,698.250000,700.950012,688.049988,689.150024,612.145447,7053000
2018-08-27,691.500000,709.974976,690.700012,707.700012,628.622681,7012950
2018-08-28,708.599976,719.200012,705.750000,712.349976,632.753174,6496890
2018-08-29,716.799988,716.799988,702.575012,705.049988,626.268921,5646496
2018-08-30,706.400024,710.775024,698.075012,708.099976,628.977905,11507962
2018-08-31,712.549988,727.150024,710.549988,720.549988,640.036865,10875864
2018-09-03,724.500000,733.950012,715.000000,717.125000,636.994507,10976328
2018-09-04,722.000000,748.500000,716.000000,737.150024,654.782043,15370124
2018-09-05,741.950012,744.049988,725.400024,729.900024,648.342102,8658978
2018-09-06,732.549988,735.500000,724.099976,727.150024,645.899414,5598659
2018-09-07,734.349976,735.150024,723.799988,732.799988,650.918091,6510605
2018-09-10,737.750000,747.000000,729.400024,730.849976,649.185913,5629871
2018-09-11,735.900024,744.750000,732.000000,734.299988,652.250549,6963561
2018-09-12,744.400024,746.500000,736.250000,742.900024,659.889587,4636617
2018-09-14,741.900024,745.000000,729.049988,733.700012,651.717468,7896514
2018-09-17,735.000000,740.000000,724.599976,725.950012,644.833496,5427054
2018-09-18,730.000000,730.000000,717.000000,719.099976,638.748901,7729732
2018-09-19,727.000000,727.000000,713.200012,719.750000,639.326233,4849498
2018-09-21,713.849976,717.400024,692.000000,705.299988,626.490845,14350769
2018-09-24,706.500000,729.950012,706.500000,718.250000,637.993774,8637881
2018-09-25,718.250000,736.000000,717.000000,726.200012,645.055603,9602273
2018-09-26,731.200012,731.849976,712.000000,717.849976,637.638428,6599606
2018-09-27,722.000000,730.799988,717.450012,724.799988,643.812012,14592616
2018-09-28,721.000000,734.549988,715.200012,730.049988,648.475220,7490031
2018-10-01,737.500000,754.900024,733.000000,746.650024,663.220520,8252398
2018-10-03,743.799988,751.950012,726.299988,728.500000,647.098450,7792464
2018-10-04,728.500000,729.750000,702.500000,707.200012,628.178528,6173037
2018-10-05,713.000000,731.500000,709.299988,724.599976,643.634216,8543578
2018-10-08,725.049988,728.700012,709.250000,714.450012,634.618530,7259306
2018-10-09,717.099976,722.400024,702.650024,717.750000,637.549683,6777212
2018-10-10,719.900024,719.900024,695.400024,700.450012,622.182739,8866251
2018-10-11,685.000000,692.900024,663.299988,673.349976,598.110962,10985897
2018-10-12,676.400024,684.049988,661.500000,678.799988,602.951904,8909221
2018-10-15,688.599976,705.000000,681.500000,698.799988,620.717102,6222176
2018-10-16,710.000000,713.900024,689.400024,695.250000,617.563843,11588963
2018-10-17,710.000000,721.799988,701.349976,705.349976,626.535217,20360697
2018-10-19,687.000000,687.700012,678.000000,683.549988,607.171204,10421001
2018-10-22,688.700012,695.049988,673.799988,679.950012,603.973511,6672840
2018-10-23,675.950012,682.000000,653.299988,657.599976,584.120789,9041701
2018-10-24,663.000000,666.500000,647.150024,649.799988,577.192322,7058164
2018-10-25,643.000000,656.349976,636.250000,648.750000,582.535095,8270469
2018-10-26,645.299988,648.700012,629.900024,633.599976,568.931274,5464141
2018-10-29,633.700012,650.549988,631.500000,644.750000,578.943359,7137446
2018-10-30,641.099976,663.799988,637.450012,659.599976,592.277649,8793411
2018-10-31,663.900024,692.950012,663.049988,686.400024,616.342224,11947995
2018-11-01,689.700012,689.700012,659.599976,666.700012,598.653015,5860244
2018-11-02,665.950012,675.799988,660.099976,662.250000,594.657166,6654067
2018-11-05,663.500000,668.599976,657.000000,666.000000,598.024475,5799426
2018-11-06,667.900024,675.000000,660.650024,666.450012,598.428467,6975525
2018-11-07,673.000000,677.500000,672.000000,675.500000,606.554810,758956
2018-11-09,679.000000,679.000000,655.500000,659.500000,592.187927,9694143
2018-11-12,666.000000,676.400024,662.299988,664.200012,596.408081,7118080
2018-11-13,663.500000,667.750000,656.299988,665.700012,597.755005,4137808
2018-11-14,665.700012,665.700012,640.500000,653.200012,586.530823,7323026
2018-11-15,654.000000,666.000000,646.700012,656.400024,589.404236,5513390
2018-11-16,659.900024,662.500000,644.200012,650.849976,584.420715,8583785
2018-11-19,659.000000,662.000000,649.250000,651.700012,585.184082,6018930
2018-11-20,651.700012,656.000000,640.099976,641.400024,575.935242,5384830
2018-11-21,640.000000,640.049988,612.099976,619.099976,555.911316,14359086
2018-11-22,622.250000,628.150024,616.750000,620.750000,557.392944,6632975
2018-11-26,621.000000,628.000000,599.849976,621.450012,558.021484,15075209
2018-11-27,625.500000,641.000000,625.299988,638.900024,573.690430,12285851
2018-11-28,640.950012,668.700012,640.000000,666.400024,598.383728,17719890
2018-11-29,671.000000,674.900024,658.799988,661.049988,593.579651,13399070
2018-11-30,661.000000,672.000000,660.950012,667.450012,599.326477,10445773
2018-12-03,673.150024,679.000000,665.950012,670.349976,601.930542,8260890
2018-12-04,672.549988,688.250000,671.299988,685.250000,615.309631,7827923
2018-12-05,683.000000,683.650024,672.500000,681.400024,611.852661,5177288
2018-12-06,676.099976,685.450012,664.549988,668.500000,600.269287,8039771
2018-12-07,672.000000,685.750000,665.599976,682.799988,613.109680,5553948
2018-12-10,669.900024,683.799988,665.200012,669.200012,600.897949,5121196
2018-12-11,669.200012,681.900024,660.599976,674.500000,605.656921,7120933
2018-12-12,677.099976,680.650024,670.599976,678.500000,609.248535,6926183
2018-12-13,682.000000,700.000000,680.000000,697.750000,626.533875,7521474
2018-12-14,697.450012,713.700012,694.400024,706.049988,633.986633,9560576
2018-12-17,711.849976,711.849976,692.750000,694.400024,623.525818,4778465
2018-12-18,686.500000,686.500000,674.549988,676.599976,607.542419,8021298
2018-12-19,671.549988,671.549988,661.099976,664.849976,596.991760,8295459
2018-12-20,660.000000,671.549988,656.400024,667.049988,598.967102,11705260
2018-12-21,659.500000,659.500000,643.450012,646.200012,580.245300,12802132
2018-12-24,657.000000,658.799988,647.599976,649.000000,582.759583,8379825
2018-12-26,647.000000,647.000000,637.349976,644.049988,578.314758,6178552
2018-12-27,652.750000,663.250000,649.000000,656.799988,589.763367,15333902
2018-12-28,663.349976,663.500000,653.299988,656.950012,589.898132,4736598
2018-12-31,660.000000,662.000000,655.799988,658.950012,591.694031,3373319
2019-01-01,660.950012,666.299988,654.150024,665.049988,597.171326,2943390
2019-01-02,666.000000,674.000000,662.049988,669.049988,600.763062,7416655
2019-01-03,672.000000,677.000000,663.099976,669.150024,600.852966,6827249
2019-01-04,671.750000,673.900024,651.000000,661.049988,593.579651,7889310
2019-01-07,665.000000,673.599976,661.500000,671.700012,603.142639,8046340
2019-01-08,674.950012,677.450012,668.549988,670.049988,601.661072,8621545
2019-01-09,686.200012,689.799988,664.000000,676.099976,607.093506,18130292
2019-01-10,681.599976,682.000000,672.549988,679.700012,610.326233,9572493
2019-01-11,680.200012,685.500000,672.500000,683.500000,613.738342,12281903
2019-01-14,707.000000,710.200012,695.950012,701.900024,630.260254,19312937
2019-01-15,707.200012,730.000000,707.200012,726.599976,652.439331,19671304
2019-01-16,729.900024,737.799988,728.500000,736.799988,661.598145,9658944
2019-01-17,735.799988,739.000000,729.099976,733.349976,658.500244,6903771
2019-01-18,730.000000,736.200012,726.299988,730.950012,656.345215,5902151
2019-01-21,738.200012,751.000000,734.000000,745.000000,668.961304,8129422
2019-01-22,741.250000,749.000000,734.000000,745.349976,669.275513,6723375
2019-01-23,742.349976,742.599976,729.200012,731.650024,656.973877,7212099
2019-01-24,728.099976,736.099976,721.000000,732.000000,660.901306,7429783
2019-01-25,728.000000,737.900024,724.250000,730.349976,659.411560,5543112
2019-01-28,731.000000,732.599976,719.000000,727.950012,657.244751,7944693
2019-01-29,725.500000,732.849976,716.500000,727.900024,657.199524,6760819
2019-01-30,727.900024,734.799988,721.099976,725.900024,655.393799,5763026
2019-01-31,726.000000,751.299988,726.000000,749.549988,676.746704,13825233
2019-02-01,751.349976,762.500000,744.500000,757.049988,683.518188,6276585
2019-02-04,757.000000,762.500000,749.200012,755.900024,682.479980,3945391
2019-02-05,747.000000,759.950012,747.000000,754.849976,681.531921,4694366
2019-02-06,755.549988,766.950012,754.349976,763.299988,689.161194,5880482
2019-02-07,763.049988,769.450012,761.000000,764.000000,689.793152,3961797
2019-02-08,760.000000,772.250000,754.900024,760.900024,686.994324,5915169
2019-02-11,766.900024,768.750000,759.000000,762.799988,688.709656,5500216
2019-02-12,760.349976,760.349976,741.000000,750.450012,677.559326,7310690
2019-02-14,751.000000,753.000000,737.250000,740.049988,668.169373,4610535
2019-02-15,742.299988,746.500000,732.599976,741.950012,669.884949,5586389
2019-02-18,742.349976,747.650024,736.000000,741.049988,669.072327,5346825
2019-02-19,739.099976,740.549988,721.299988,724.299988,653.949219,9401334
2019-02-20,727.000000,743.000000,726.049988,740.700012,668.756409,5210675
2019-02-21,738.000000,738.000000,727.099976,733.450012,662.210510,7202786
2019-02-22,732.500000,738.200012,728.000000,734.950012,663.564819,3750833
2019-02-25,735.549988,758.000000,735.549988,754.900024,681.577087,6547552
2019-02-26,748.599976,752.599976,740.150024,742.500000,670.381470,8319610
2019-02-27,745.000000,746.400024,732.750000,735.250000,663.835693,5936354
2019-02-28,738.700012,742.400024,732.299988,734.299988,662.977905,8559921
2019-03-01,735.500000,743.400024,735.500000,741.900024,669.839722,3998826
2019-03-05,740.500000,742.500000,730.250000,732.500000,661.352844,4826505
2019-03-06,736.099976,736.099976,727.000000,732.500000,661.352844,6076668
2019-03-07,734.000000,734.500000,720.549988,722.950012,652.730347,5951551
2019-03-08,722.950012,722.950012,710.650024,712.349976,643.159912,7193994
2019-03-11,713.299988,718.500000,709.400024,711.250000,642.166809,9932198
2019-03-12,709.000000,714.950012,705.599976,706.950012,638.284424,11997387
2019-03-13,710.000000,718.599976,706.299988,708.450012,639.638794,11348867
2019-03-14,714.000000,714.900024,706.200012,708.349976,639.548462,6415187
2019-03-15,712.000000,723.750000,709.599976,718.549988,648.757813,14638664
2019-03-18,721.549988,723.700012,705.349976,710.200012,641.218689,8065544
2019-03-19,712.799988,726.500000,707.400024,722.250000,652.098328,8917337
2019-03-20,727.250000,742.299988,727.150024,738.950012,667.176208,13471173
2019-03-22,745.000000,746.349976,732.299988,743.099976,670.923157,8883260
2019-03-25,742.400024,742.400024,730.549988,735.250000,663.835693,7644966
2019-03-26,735.250000,735.250000,719.099976,727.750000,657.064148,9406261
2019-03-27,730.000000,732.299988,727.150024,729.700012,658.824707,7387487
2019-03-28,730.000000,745.000000,730.000000,737.799988,666.138000,9277241
2019-04-01,742.000000,760.000000,742.000000,755.099976,681.757629,6584982
2019-04-02,759.000000,765.799988,754.599976,759.400024,685.640076,7283600
2019-04-03,756.000000,758.500000,746.799988,753.299988,680.132446,6897127
2019-04-04,751.400024,753.799988,745.099976,747.900024,675.256958,7688525
2019-04-05,750.900024,760.950012,748.000000,759.299988,685.549622,6276040
2019-04-08,763.049988,770.000000,755.400024,767.250000,692.727539,4919911
2019-04-09,770.000000,773.000000,758.200012,760.599976,686.723389,6730692
2019-04-10,764.000000,766.700012,751.299988,752.700012,679.590820,7031088
2019-04-11,751.750000,751.750000,740.049988,742.700012,670.562073,8200995
2019-04-12,743.099976,751.549988,740.599976,747.750000,675.121460,7043212
2019-04-15,724.700012,731.349976,712.599976,727.500000,656.838318,31574803
2019-04-16,727.900024,727.900024,714.099976,724.099976,653.768677,12524411
2019-04-18,722.500000,722.500000,712.750000,717.049988,647.403442,13801105
2019-04-22,717.049988,725.750000,715.000000,721.049988,651.014954,6455426
2019-04-23,723.900024,730.000000,718.400024,728.200012,657.470337,5516668
2019-04-24,728.200012,737.900024,724.000000,736.450012,664.919067,8285120
2019-04-25,736.450012,737.650024,727.049988,728.549988,657.786438,8005235
2019-04-26,731.000000,739.799988,729.000000,738.000000,666.318542,6895168
2019-04-30,738.000000,753.799988,738.000000,751.349976,678.371826,9920046
2019-05-02,747.000000,748.400024,729.500000,730.799988,659.817932,6351352
2019-05-03,722.900024,731.000000,718.200012,723.599976,653.317261,6348116
2019-05-06,715.000000,721.799988,710.650024,718.400024,648.622253,8858265
2019-05-07,720.400024,727.900024,718.700012,724.549988,654.174927,5747536
2019-05-08,721.000000,726.000000,716.500000,719.349976,649.479980,6247642
2019-05-09,719.150024,730.299988,715.799988,721.049988,651.014954,7396525
2019-05-10,720.799988,726.000000,715.000000,716.849976,647.222778,8352335
2019-05-13,716.549988,726.450012,712.099976,719.700012,649.796143,6808993
2019-05-14,716.500000,717.750000,703.599976,713.849976,644.514282,10513001
2019-05-15,714.900024,725.200012,712.599976,716.099976,646.545715,6668929
2019-05-16,720.000000,737.000000,719.099976,733.099976,661.894409,6468556
2019-05-17,733.150024,735.799988,720.099976,723.900024,653.588074,8155948
2019-05-20,719.700012,726.400024,706.000000,722.400024,652.233704,11213708
2019-05-21,722.650024,722.650024,707.700012,709.299988,640.406189,8645535
2019-05-22,710.000000,718.250000,707.000000,709.750000,640.812439,5795713
2019-05-23,715.000000,716.700012,697.450012,701.049988,632.957581,7233736
2019-05-24,703.799988,711.750000,700.450012,709.200012,640.315918,7016424
2019-05-27,707.400024,713.799988,705.500000,708.099976,639.322632,10247544
2019-05-28,712.000000,733.450012,709.799988,728.099976,657.380188,23860490
2019-05-29,725.500000,733.650024,723.650024,727.799988,657.109192,10293077
2019-05-30,727.000000,737.250000,722.549988,733.549988,662.300781,15089296
2019-05-31,736.500000,742.950012,733.200012,737.750000,666.092834,8290306
2019-06-03,729.799988,750.900024,729.000000,744.650024,672.322693,7744761
2019-06-04,737.250000,739.450012,733.150024,735.299988,663.880798,11733702
2019-06-06,736.500000,744.650024,733.650024,735.599976,664.151611,7563925
2019-06-07,735.849976,743.950012,735.849976,739.099976,667.311707,3218358
2019-06-10,740.099976,754.099976,740.099976,753.500000,680.313110,4435148
2019-06-11,755.000000,759.000000,750.500000,754.900024,681.577087,5733127
2019-06-12,756.950012,756.950012,745.000000,753.799988,680.583923,8738342
2019-06-13,740.000000,747.200012,740.000000,742.650024,679.988831,4808577
2019-06-14,743.849976,745.500000,738.250000,740.450012,677.974365,5556353
2019-06-17,743.000000,744.500000,737.799988,740.549988,678.065857,3085588
2019-06-18,740.200012,752.450012,740.200012,750.150024,686.855957,6202838
2019-06-19,752.500000,755.400024,748.599976,751.900024,688.458435,4596253
2019-06-20,737.799988,756.900024,735.900024,754.900024,691.205200,7148684
2019-06-21,755.000000,755.000000,747.150024,750.200012,686.901733,13200318
2019-06-24,751.900024,751.900024,742.650024,745.500000,682.598328,4758178
2019-06-25,744.000000,750.900024,737.299988,748.099976,684.978882,3677911
2019-06-26,743.000000,751.450012,738.000000,739.200012,676.829895,5447130
2019-06-27,742.000000,744.700012,728.150024,730.549988,668.909668,11122346
2019-06-28,735.500000,739.500000,728.500000,732.000000,670.237427,5919494
2019-07-01,735.000000,737.500000,729.849976,731.299988,669.596436,3224968
2019-07-02,734.000000,741.650024,730.099976,740.000000,677.562378,4837606
2019-07-03,741.000000,743.200012,730.000000,731.299988,669.596436,5958379
2019-07-04,729.000000,736.400024,728.599976,733.799988,671.885376,3274064
2019-07-05,735.000000,736.400024,713.500000,718.000000,657.418640,4926289
2019-07-08,716.450012,724.950012,712.299988,717.599976,657.052368,7177092
2019-07-09,718.000000,719.849976,709.049988,715.500000,655.129517,5022638
2019-07-10,709.000000,722.700012,706.500000,717.250000,656.731873,7573816
2019-07-11,719.450012,723.500000,709.599976,721.500000,660.623291,6252688
2019-07-12,722.500000,730.599976,719.599976,726.750000,665.430359,7874441
2019-07-15,763.000000,781.650024,754.200012,779.349976,713.592163,31064152
2019-07-16,777.000000,787.799988,776.000000,784.849976,718.628113,9924322
2019-07-17,783.900024,795.000000,776.750000,794.150024,727.143494,6754348
2019-07-18,789.049988,798.500000,786.200012,792.700012,725.815735,6534471
2019-07-19,788.700012,794.500000,781.250000,785.400024,719.131653,6812754
2019-07-22,785.950012,792.000000,782.049988,784.400024,718.216125,7107151
2019-07-23,787.000000,804.000000,785.549988,790.049988,723.389343,10782564
2019-07-24,788.000000,793.750000,783.599976,786.299988,719.955688,5745146
2019-07-25,788.250000,800.200012,787.650024,794.500000,727.463928,9773568
2019-07-26,792.299988,795.000000,782.200012,787.000000,720.596680,4941763
2019-07-29,789.500000,796.950012,786.200012,791.450012,724.671204,6244316
2019-07-30,791.900024,797.799988,788.549988,792.700012,725.815735,8673253
2019-07-31,790.849976,799.799988,781.599976,793.650024,726.685608,7350584
2019-08-01,786.450012,788.400024,764.400024,768.849976,703.978088,10066407
2019-08-02,765.049988,779.900024,762.250000,775.599976,710.158508,10838336
2019-08-05,772.599976,785.900024,768.650024,776.700012,711.165894,9976238
2019-08-06,778.799988,783.700012,769.799988,774.450012,709.105591,9331718
2019-08-07,778.900024,783.450012,772.349976,776.099976,710.616394,5130457
2019-08-08,782.700012,792.750000,781.250000,788.750000,722.199036,8009009
2019-08-09,792.000000,796.750000,784.799988,789.849976,723.206299,4362520
2019-08-13,784.150024,786.000000,760.150024,764.750000,700.224060,7517099
2019-08-14,775.099976,778.250000,768.000000,774.799988,709.426086,5940968
2019-08-16,780.000000,780.049988,762.500000,774.549988,709.197144,5128088
2019-08-19,775.599976,783.000000,773.349976,777.650024,712.035706,3881451
2019-08-20,785.200012,798.000000,783.849976,792.750000,725.861572,8435344
2019-08-21,793.000000,803.750000,793.000000,799.450012,731.996338,5926896
2019-08-22,799.900024,801.299988,792.349976,795.700012,728.562622,5222488
2019-08-23,796.450012,809.950012,795.799988,802.200012,734.514282,6895015
2019-08-26,795.900024,806.799988,786.900024,802.549988,734.834656,5412074
2019-08-27,791.000000,794.950012,781.099976,784.650024,718.445068,16061642
2019-08-28,787.400024,805.000000,786.299988,802.500000,734.788879,5881134
2019-08-29,795.500000,809.700012,795.500000,806.950012,738.863464,7830413
2019-08-30,810.000000,817.349976,802.000000,814.900024,746.142700,8174186
2019-09-03,815.000000,822.400024,812.049988,814.250000,745.547607,5647088
2019-09-04,810.750000,822.450012,810.250000,821.299988,752.002625,6199015
2019-09-05,830.099976,837.500000,826.650024,834.049988,763.676819,7926895
2019-09-06,843.299988,847.000000,835.049988,840.150024,769.262146,6106841
2019-09-09,836.799988,840.299988,827.549988,829.099976,759.144470,4377870
2019-09-11,822.299988,828.549988,814.150024,820.099976,750.903931,7981036
2019-09-12,816.400024,819.849976,810.849976,816.400024,747.516113,4400017
2019-09-13,818.099976,831.049988,817.500000,829.299988,759.327576,4832021
2019-09-16,832.049988,837.950012,820.549988,827.700012,757.862671,4846496
2019-09-17,831.500000,835.000000,820.549988,831.250000,761.113159,5540901
2019-09-18,829.900024,832.950012,824.000000,829.849976,759.831177,3199389
2019-09-19,824.849976,827.000000,815.200012,820.700012,751.453247,6601607
2019-09-20,822.900024,835.000000,802.000000,805.000000,737.078003,22462366
2019-09-23,806.900024,806.900024,741.900024,764.349976,699.857788,17279260
2019-09-24,765.000000,798.650024,765.000000,794.049988,727.051819,13717998
2019-09-25,787.700012,801.000000,781.650024,792.650024,725.770081,9313576
2019-09-26,787.750000,797.000000,778.099976,782.549988,716.522217,18442824
2019-09-27,787.049988,794.250000,780.099976,782.200012,716.201782,5087642
2019-09-30,785.099976,808.000000,784.150024,805.650024,737.673096,8178091
2019-10-01,807.000000,807.549988,791.549988,793.549988,726.593994,5881438
2019-10-03,792.549988,797.849976,784.150024,785.599976,719.314819,5497672
2019-10-04,790.000000,797.599976,787.049988,793.450012,726.502563,8201713
2019-10-07,794.849976,802.000000,786.099976,789.549988,722.931458,3679845
2019-10-09,795.450012,795.900024,778.799988,783.650024,717.529419,6335025
2019-10-10,785.400024,794.700012,776.599976,783.049988,716.979980,10402917
2019-10-11,781.500000,823.799988,776.599976,814.799988,746.051025,20636344
2019-10-14,786.750000,797.000000,780.000000,786.099976,719.772644,15150858
2019-10-15,773.099976,775.950012,765.000000,768.299988,703.474487,13762133
2019-10-16,765.250000,775.950012,761.549988,771.450012,706.358826,10767032
2019-10-17,767.000000,770.549988,765.099976,769.500000,704.573242,9860495
2019-10-18,763.799988,773.799988,760.000000,767.849976,703.062500,10037200
2019-10-22,691.099976,691.099976,638.349976,643.549988,595.454163,90152532
2019-10-23,630.000000,656.650024,615.099976,650.599976,609.554688,60516887
2019-10-24,650.000000,653.200012,632.000000,635.349976,595.266785,25666433
2019-10-25,647.000000,652.500000,636.000000,637.450012,597.234314,16549337
2019-10-27,651.099976,652.500000,645.549988,648.849976,607.915100,2945281
2019-10-29,651.000000,653.750000,647.000000,650.650024,609.601563,16709764
2019-10-30,660.400024,671.400024,656.200012,660.599976,618.923767,22879467
