Date,CIPLA,HUL,INFY,RIL
17-03-2020,396.583984,1896.376465,519.939148,988.633179
18-03-2020,381.03653,1820.43811,500.591888,949.892029
19-03-2020,370.84256,1739.531982,511.132141,900.068115
20-03-2020,388.756195,1941.466309,548.280701,998.392029
23-03-2020,371.386871,1769.244751,493.237183,867.064575
24-03-2020,373.56424,1918.897705,552.590454,925.274292
25-03-2020,372.574524,1975.957764,567.955811,1061.456421
26-03-2020,382.174652,2076.972168,602.434265,1045.714966
27-03-2020,403.453339,2025.542725,611.522278,1045.126465
30-03-2020,427.305237,2066.989746,587.162537,1010.651794
31-03-2020,418.496857,2175.006104,601.02887,1092.351318
01-04-2020,409.49054,2062.541748,564.770386,1059.691162
03-04-2020,444.575592,2038.364746,548.749146,1056.748779
07-04-2020,487.182404,2313.540283,598.686584,1182.927124
08-04-2020,507.471344,2328.633545,591.753418,1169.244995
09-04-2020,573.633118,2244.793945,596.109985,1196.510742
13-04-2020,586.746704,2220.380127,597.187561,1166.302612
15-04-2020,586.251892,2353.898926,598.733276,1127.75769
16-04-2020,594.268494,2305.213379,584.492249,1145.608154
17-04-2020,591.84375,2256.858887,589.08313,1200.483032
20-04-2020,579.373413,2211.012207,612.084412,1219.90271
21-04-2020,586.004456,2192.890381,593.252502,1213.57666
22-04-2020,581.154968,2257.947021,601.35675,1337.400757
23-04-2020,580.660034,2192.985352,636.444031,1344.560669
24-04-2020,593.13031,2160.433594,616.487854,1389.77478
27-04-2020,602.433594,2195.776611,622.671448,1402.280029
28-04-2020,592.4375,2166.915527,619.017578,1400.710693
29-04-2020,590.111755,2111.842529,633.867615,1399.533691
30-04-2020,583.530151,2077.067383,670.360291,1437.833496
04-05-2020,605.551147,1970.753418,631.197388,1407.625366
05-05-2020,590.755066,1931.814209,631.197388,1432.586182
06-05-2020,585.65802,1902.196045,623.889465,1432.684326
07-05-2020,583.480652,1885.02124,622.99939,1477.996826
08-05-2020,585.806519,1977.187988,631.665771,1531.793091
11-05-2020,580.016724,1937.965088,639.817017,1546.504639
12-05-2020,564.280457,1903.473633,644.267334,1450.828979
13-05-2020,564.329956,1888.522461,650.357239,1481.610718
14-05-2020,563.884521,1898.269043,616.628479,1421.710693
15-05-2020,564.428894,1922.919434,611.147522,1444.928223
18-05-2020,594.268494,1897.512085,622.015686,1426.463135
19-05-2020,588.825134,1869.407593,626.419128,1394.928955
20-05-2020,614.260559,1883.88562,627.309204,1419.48291
21-05-2020,610.252258,1865.007568,629.791992,1426.95813
22-05-2020,632.768005,1881.09436,648.670776,1417.35437
26-05-2020,621.237976,1871.536743,637.615234,1409.928833
27-05-2020,626.532898,1890.746094,660.944336,1431.215576
28-05-2020,621.881226,1901.959473,662.771362,1457.650757
29-05-2020,641.477417,1946.812744,656.218567,1449.87854
01-06-2020,635.885559,1995.261963,664.338257,1505.273804
02-06-2020,631.036011,1994.173218,672.457825,1520.471558
03-06-2020,634.598999,2006.569824,666.237488,1526.362671
04-06-2020,653.749756,2006.664551,672.125488,1564.134277
05-06-2020,644.199097,1975.437378,668.136902,1566.015503
08-06-2020,628.561768,1998.242676,684.566162,1553.936401
09-06-2020,633.460815,1993.321899,681.479675,1521.907227
10-06-2020,636.330994,2005.718262,679.817749,1556.560181
11-06-2020,628.46283,1993.700562,668.516785,1522.451782
12-06-2020,636.974304,1994.031616,657.215698,1573.045044
15-06-2020,637.023804,1972.314941,652.9422,1598.539795
16-06-2020,631.233948,1964.79187,665.905212,1601.658325
17-06-2020,633.757751,1966.5896,668.231873,1599.331665
18-06-2020,635.440247,1954.383179,677.965942,1639.479736
19-06-2020,629.650452,1993.825928,670.036255,1741.953247
22-06-2020,649.197144,2001.495605,668.279358,1728.834717
23-06-2020,653.007446,2054.038086,684.376282,1703.835205
24-06-2020,624.701904,2029.60083,678.20343,1710.716064
25-06-2020,628.363892,2070.425537,665.240417,1700.864868
26-06-2020,628.363892,2052.371338,710.53949,1724.379272
29-06-2020,638.260925,2079.762451,694.91748,1706.062866
30-06-2020,633.658752,2076.95166,698.906067,1687.20166
01-07-2020,620.644104,2067.805176,695.059937,1720.369507
02-07-2020,639.547546,2050.036865,718.516602,1749.43811
03-07-2020,632.223694,2070.949707,724.309631,1776.817383
06-07-2020,628.066956,2059.421143,725.544128,1840.321411
07-07-2020,629.996826,2052.323486,754.176636,1812.146973
08-07-2020,627.869019,2082.715576,735.705688,1786.854736
09-07-2020,632.47113,2072.997803,742.353271,1812.942017
10-07-2020,632.322693,2118.681396,742.495667,1866.408569
13-07-2020,631.778259,2158.172119,756.930603,1923.005615
14-07-2020,625.790588,2129.113525,743.825195,1905.117065
15-07-2020,631.629883,2167.604248,789.124268,1832.56958
16-07-2020,667.556152,2179.703857,865.144958,1831.973389
17-07-2020,682.005798,2224.196045,857.690063,1899.849976
20-07-2020,667.407654,2220.766357,887.272217,1907.999146
21-07-2020,655.481689,2208.428467,889.598755,1959.329102
22-07-2020,654.887939,2142.213623,871.697571,1991.577881
23-07-2020,664.537598,2106.820068,862.248474,2045.044556
24-07-2020,659.193115,2104.866943,876.398499,2132.846436
27-07-2020,646.178528,2116.490234,900.7099,2142.834473
28-07-2020,655.778687,2136.545166,914.385071,2164.200928
29-07-2020,674.236694,2125.826904,906.123047,2083.653564
30-07-2020,678.888306,2100.758545,913.055542,2095.778076
31-07-2020,712.736206,2114.44043,917.376526,2054.286865
03-08-2020,703.086609,2109.273926,908.73468,1996.546875
04-08-2020,706.501038,2102.86377,902.039429,2137.269287
05-08-2020,714.715637,2099.753906,897.148682,2113.268555
06-08-2020,723.573486,2124.535156,921.982361,2120.871338
07-08-2020,721.148743,2115.0625,903.036621,2133.14502
10-08-2020,787.409485,2111.427002,903.463867,2106.709961
11-08-2020,769.990662,2115.158691,900.7099,2120.573242
12-08-2020,754.254333,2100.280029,906.88269,2114.411621
13-08-2020,752.42334,2103.676514,903.321533,2108.89624
14-08-2020,763.854431,2079.995605,905.600708,2100.697266
17-08-2020,763.706055,2101.189209,909.304443,2078.386475
18-08-2020,756.976013,2118.69873,918.848511,2105.417969
19-08-2020,750.542908,2098.844971,911.013794,2118.337402
20-08-2020,754.848145,2091.286377,907.072693,2084.051025
21-08-2020,752.918213,2106.929932,901.042236,2068.945313
24-08-2020,744.010925,2099.610107,899.712708,2082.759033
25-08-2020,740.052063,2084.971191,890.880859,2069.193848
26-08-2020,740.2995,2088.511475,902.94165,2124.051514
27-08-2020,748.415039,2077.460449,899.38031,2097.51709
28-08-2020,740.893311,2058.993652,888.174316,2103.032471
31-08-2020,706.204102,2025.888672,881.859009,2067.80249
01-09-2020,728.967346,2068.274902,868.136353,2074.311768
02-09-2020,730.649841,2049.138916,877.49054,2115.008057
03-09-2020,730.996277,2046.746826,888.459229,2099.007813
04-09-2020,717.140381,2032.872925,872.884766,2064.373779
07-09-2020,709.371216,2069.184082,878.487671,2069.740234
08-09-2020,700.909241,2049.713135,892.020386,2094.038818
09-09-2020,720.059998,2040.144897,881.051758,2147.952393
10-09-2020,719.317688,2041.723633,892.732666,2299.656494
11-09-2020,718.476501,2065.97876,898.098328,2305.370605
14-09-2020,714.171265,2031.772949,929.152405,2288.2771
15-09-2020,734.806702,2032.681885,932.998535,2304.476318
16-09-2020,744.852112,2050.908936,951.327026,2310.140869
17-09-2020,743.763489,2036.269775,960.11145,2284.500732
18-09-2020,797.949829,2008.044312,951.706909,2291.407715
21-09-2020,760.192566,1949.775146,959.066833,2241.866699
22-09-2020,769.644287,1939.25,956.787598,2197.443604
23-09-2020,759.499817,1963.887817,968.421021,2216.971924
24-09-2020,725.899292,1971.877075,926.303406,2167.679443
25-09-2020,762.171936,1989.243042,960.538879,2188.052246
28-09-2020,766.823547,1974.173462,959.541687,2202.512207
29-09-2020,754.50177,1945.373535,958.212097,2231.133545
30-09-2020,766.724609,1978.909546,957.499878,2220.500244
01-10-2020,765.042114,2004.50415,966.426819,2211.456543
05-10-2020,770.633972,2019.860718,995.913818,2198.487305
06-10-2020,772.316467,2024.501099,1002.608948,2196.648926
07-10-2020,765.635925,2046.938354,1012.865479,2243.506348
08-10-2020,803.096313,2067.461914,1038.648682,2225.369629
09-10-2020,794.881775,2047.224976,1051.089355,2219.605469
12-10-2020,805.273682,2046.029419,1075.115845,2223.18335
13-10-2020,779.046448,2045.838135,1099.522339,2266.562744
14-10-2020,773.45459,2064.926025,1079.769165,2273.320557
15-10-2020,760.390503,2059.567871,1052.466431,2192.82251
16-10-2020,774.295837,2057.654297,1070.747437,2162.312988
19-10-2020,756.134766,2083.727295,1069.227905,2162.710449
20-10-2020,756.431641,2079.230225,1080.244141,2142.536133
21-10-2020,759.202881,2069.709961,1090.547974,2111.43042
22-10-2020,749.701721,2085.210693,1072.219482,2093.889648
23-10-2020,749.75116,2051.243652,1077.450684,2099.951904
26-10-2020,739.458252,2073.154785,1067.804077,2016.522217
27-10-2020,762.320435,2082.675049,1047.070923,2021.888794
28-10-2020,757.371887,2084.26416,1033.344727,1998.981689
29-10-2020,754.452271,2043.577393,1031.713013,2014.335938
30-10-2020,746.732544,1994.657104,1018.034912,2041.764771
02-11-2020,743.515991,1995.331177,1029.265381,1865.812256
03-11-2020,751.483154,1979.634155,1019.906738,1838.930054
04-11-2020,773.108276,1983.82312,1050.046387,1901.340698
05-11-2020,785.331055,2024.558105,1059.693237,1942.881592
06-11-2020,781.817688,2016.661377,1068.092041,2016.572021
09-11-2020,755.343018,2053.640625,1090.936768,2037.988403
10-11-2020,709.915527,2057.541016,1047.262939,2071.628662
11-11-2020,734.707642,2052.291992,1077.450684,1984.819946
12-11-2020,732.084961,2110.987305,1072.891235,1967.726563
13-11-2020,736.984009,2104.486816,1079.082397,1984.025024
14-11-2020,738.072693,2106.749756,1087.961182,1989.888428
17-11-2020,734.90564,2097.023682,1078.602539,1980.894409
18-11-2020,735.301514,2053.207275,1065.980347,1974.881958
19-11-2020,734.460205,2051.907227,1052.734253,1960.919189
20-11-2020,732.282898,2041.795654,1059.069214,1887.725708
23-11-2020,738.616943,2050.607178,1094.104248,1938.608276
24-11-2020,740.744873,2077.522949,1094.296387,1951.875488
25-11-2020,724.117798,2056.818604,1070.875732,1935.726318
26-11-2020,731.095276,2074.489502,1068.523926,1940.49646
27-11-2020,737.924133,2059.081543,1055.853638,1917.837891
01-12-2020,747.821228,2054.12207,1092.184692,1942.782227
02-12-2020,750.542908,2060.140869,1095.112183,1946.012085
03-12-2020,754.303894,2049.018311,1081.242065,1951.875488
04-12-2020,759.054382,2103.379395,1089.113159,1934.682739
07-12-2020,765.190613,2172.666992,1097.60791,1946.061646
08-12-2020,758.114197,2176.374512,1107.062744,1981.391357
09-12-2020,754.55127,2207.383057,1128.035645,2014.38562
10-12-2020,754.897644,2263.477783,1120.884644,1994.559204
11-12-2020,748.068665,2286.878662,1116.517212,1993.366821
14-12-2020,781.174316,2283.026611,1117.81311,1978.956543
15-12-2020,773.603088,2234.202637,1108.262207,1962.111572
16-12-2020,778.700073,2257.218262,1118.91687,1964.298096
17-12-2020,775.137085,2229.628418,1112.677856,1973.29187
18-12-2020,785.281616,2247.106689,1142.049805,1979.205078
21-12-2020,770.485535,2220.624268,1130.051514,1927.676392
22-12-2020,786.815674,2225.487793,1171.5177,1924.694946
23-12-2020,816.1604,2282.641602,1202.761353,1931.800659
24-12-2020,824.622437,2313.361328,1186.443604,1981.78894
28-12-2020,821.603821,2300.505127,1190.523071,1990.882202
29-12-2020,819.426453,2296.075439,1200.121826,1977.714355
30-12-2020,815.319153,2317.550293,1196.762207,1983.130493
31-12-2020,811.508789,2306.764648,1205.401001,1972.993896
01-01-2021,818.090271,2299.204834,1209.86438,1975.180176
04-01-2021,823.682129,2336.713623,1236.548706,1978.509277
05-01-2021,818.733643,2359.873535,1241.875854,1953.91272
06-01-2021,816.308838,2327.854248,1230.645508,1902.384155
07-01-2021,818.040771,2281.197021,1211.496094,1899.303467
08-01-2021,830.065735,2302.719727,1259.441528,1921.713623
11-01-2021,848.02887,2339.217773,1320.968994,1885.489624
12-01-2021,834.469971,2287.98584,1316.69751,1944.918823
13-01-2021,833.034912,2284.567627,1331.479492,1926.781982
14-01-2021,832.243164,2309.798096,1315.497681,1948.446777
15-01-2021,815.220215,2264.151611,1290.973145,1925.440308
18-01-2021,793.496155,2246.28833,1259.393433,1971.6521
19-01-2021,813.983032,2275.707275,1263.808838,2003.901001
20-01-2021,824.226501,2268.77417,1285.693848,2041.963623
21-01-2021,804.382935,2280.04126,1285.933716,2086.386475
22-01-2021,799.978699,2320.198486,1287.037598,2036.895386
25-01-2021,828.185303,2310.809326,1271.9198,1928.968384
27-01-2021,833.82666,2302.816162,1248.786987,1883.25354
28-01-2021,833.232849,2215.279297,1224.982178,1864.917969
29-01-2021,817.397583,2180.129883,1189.323242,1830.532349
01-02-2021,798.098328,2165.396729,1210.296387,1883.551758
02-02-2021,813.141724,2147.917725,1220.230713,1913.862671
03-02-2021,840.507141,2150.229248,1233.093262,1918.682617
04-02-2021,825.859497,2162.507324,1228.005737,1912.371948
05-02-2021,838.973083,2185.571533,1221.046753,1911.825317
08-02-2021,838.527771,2153.888428,1251.234741,1939.353516
09-02-2021,833.084351,2134.243408,1253.154419,1944.024536
10-02-2021,854.511536,2152.78125,1244.467529,1962.062012
11-02-2021,850.948547,2179.263672,1240.772095,2042.957275
12-02-2021,839.814331,2158.607422,1257.233765,2028.944702
15-02-2021,835.608093,2133.232178,1257.089722,2020.00061
16-02-2021,839.616394,2114.839111,1238.612427,2046.733887
17-02-2021,827.09668,2083.830566,1229.877686,2070.33667
18-02-2021,816.952148,2067.411621,1240.579956,2054.883057
19-02-2021,799.038452,2100.394043,1239.476196,2067.405029
22-02-2021,784.291931,2087.393799,1214.423706,1995.652344
23-02-2021,782.807373,2098.612061,1215.527466,2010.907227
24-02-2021,780.92688,2098.227539,1223.158569,2048.224609
25-02-2021,800.820007,2083.25293,1223.398438,2131.057861
26-02-2021,778.947449,2053.15918,1203.001343,2072.87085
01-03-2021,781.669128,2064.088623,1216.151489,2088.672363
02-03-2021,803.442627,2097.36084,1252.146484,2092.945557
03-03-2021,804.135437,2112.335205,1289.629272,2188.449951
04-03-2021,798.444641,2115.609375,1276.959106,2162.362793
05-03-2021,796.861145,2119.654053,1263.856812,2165.194824
08-03-2021,800.918945,2094.086426,1282.142334,2177.518311
09-03-2021,788.795044,2117.150391,1291.549194,2177.468506
10-03-2021,804.036499,2145.414063,1313.242065,2168.424805
12-03-2021,797.652893,2123.169189,1319.673096,2124.349609
15-03-2021,797.207581,2129.043457,1318.473267,2095.827393
16-03-2021,784.143433,2161.014648,1328.455811,2087.579102
17-03-2021,764.200928,2143.921631,1331.335327,2042.609741
18-03-2021,747.375916,2133.232178,1283.438232,1996.64624
19-03-2021,752.819275,2226.499023,1290.493042,2069.094482
22-03-2021,764.893677,2266.125977,1315.785645,2049.615723
23-03-2021,768.110229,2250.814209,1316.505737,2074.560059
24-03-2021,784.786743,2232.806152,1299.4198,2034.609497
25-03-2021,779.145386,2154.273682,1280.270752,1979.105713
26-03-2021,779.343384,2232.13208,1282.574097,1982.285889
30-03-2021,803.838562,2309.990479,1329.703857,2016.721069
31-03-2021,806.708679,2341.529053,1313.146118,1990.68335
01-04-2021,809.875732,2310.327637,1329.607666,2009.317139
05-04-2021,811.310852,2285.385986,1353.316528,1980.248413
06-04-2021,827.542053,2319.187256,1354.420288,1972
07-04-2021,832.193604,2316.250244,1372.801636,1990.434937
08-04-2021,833.331787,2320.727783,1382.064331,1992.919434
09-04-2021,873.959167,2384.38208,1383.216309,1969.764038
12-04-2021,893.109985,2370.899902,1368.530396,1899.303467
13-04-2021,876.087036,2363.581299,1341.078125,1919.825439
15-04-2021,904.788513,2369.599854,1306.138916,1932.247925
16-04-2021,928.392944,2367.914551,1299.4198,1920.123535
19-04-2021,936.558044,2346.488037,1307.866821,1889.911865
20-04-2021,939.527161,2308.73877,1297.116211,1889.365356
22-04-2021,934.628113,2262.466309,1296.876343,1894.582886
23-04-2021,925.968201,2222.35791,1280.270752,1892.545532
26-04-2021,896.079102,2273.300293,1289.629272,1925.837891
27-04-2021,903.007019,2291.790039,1294.380615,1976.322998
28-04-2021,900.829712,2317.501953,1301.57959,1984.919434
29-04-2021,897.167725,2318.513184,1301.915649,2011.503662
30-04-2021,900.978088,2266.655518,1299.995728,1982.136841
03-05-2021,900.829712,2318.898193,1297.788208,1946.906494
04-05-2021,869.406555,2318.561279,1276.047241,1904.719604
05-05-2021,879.501526,2306.041992,1287.661621,1908.197876
06-05-2021,875.196289,2301.564453,1306.954834,1919.030396
07-05-2021,873.81073,2321.97998,1298.268066,1919.775757
10-05-2021,890.982117,2342.876709,1285.789795,1914.26001
11-05-2021,881.728394,2313.216797,1277.24707,1921.166992
12-05-2021,889.349121,2242.773193,1273.743408,1901.291016
14-05-2021,894.742981,2288.901123,1263.56897,1925.291382
17-05-2021,872.128235,2288.323242,1276.047241,1948.198364
18-05-2021,875.295288,2286.396973,1286.22168,1975.627319
19-05-2021,894.644043,2272.43335,1283.342163,1984.671021
20-05-2021,914.685547,2257.410645,1285.549927,1973.09314
21-05-2021,917.357788,2274.841064,1300.139893,1990.136963
24-05-2021,921.663025,2250.092285,1293.94873,1973.341553
25-05-2021,925.968201,2257.314697,1306.954834,1950.981079
26-05-2021,935.419922,2266.896484,1341.174194,1957.838379
27-05-2021,932.648682,2240.317627,1345.973389,1963.85083
28-05-2021,924.731018,2235.79126,1348.661011,2081.815186
31-05-2021,939.57666,2253.462646,1352.250977,2146.908936
01-06-2021,936.706482,2271.037598,1345.895874,2155.455811
02-06-2021,944.871582,2271.518799,1337.600464,2187.605225
03-06-2021,938.487915,2275.804199,1348.273071,2195.953125
04-06-2021,936.657043,2255.388916,1344.39209,2176.921875
07-06-2021,930.124939,2252.740723,1348.273071,2213.593018
08-06-2021,943.931335,2271.711426,1370.879272,2200.872559
09-06-2021,948.780945,2268.82251,1373.159424,2161.518066
10-06-2021,964.170837,2290.778809,1381.891357,2169.468262
11-06-2021,957.886169,2278.933838,1403.818481,2206.506592
14-06-2021,966.100708,2293.580322,1418.27478,2238.161377
15-06-2021,959.717163,2320.108643,1430.014526,2243.246094
16-06-2021,946.900452,2335.579834,1436.514893,2204.96167
17-06-2021,941.160217,2345.085449,1450.777344,2208.999268
18-06-2021,951.007751,2408.327393,1458.539063,2218.969238
21-06-2021,950.265503,2438.83252,1455.628418,2230.534424
22-06-2021,946.009705,2415.456543,1466.834473,2219.069092
23-06-2021,947.890137,2405.999512,1458.393555,2198.730225
24-06-2021,941.110718,2415.359619,1512.774658,2147.035889
25-06-2021,947.246826,2375.105713,1527.328003,2098.133057
28-06-2021,953.135559,2386.309082,1524.999634,2079.738525
29-06-2021,969.515198,2417.687744,1516.51001,2081.533203
30-06-2021,961.89447,2397.075684,1533.731567,2104.314453
01-07-2021,968.03064,2403.574463,1513.938965,2091.652588
02-07-2021,969.119324,2412.594971,1521.118652,2122.65918
05-07-2021,964.66571,2423.992188,1531.936523,2143.745605
06-07-2021,959.123291,2398.239746,1515.685303,2118.422119
07-07-2021,955.263489,2407.114746,1518.013794,2103.716309
08-07-2021,940.863281,2374.039063,1514.278442,2086.318848
09-07-2021,949.919006,2377.821777,1516.364502,2064.98291
12-07-2021,949.968567,2370.740967,1501.762573,2077.844238
13-07-2021,955.708862,2363.514893,1498.948853,2093.397217
14-07-2021,967.090515,2342.321289,1529.947754,2079.738525
15-07-2021,963.576965,2339.895996,1533.731567,2076.099609
16-07-2021,967.090515,2344.794434,1509.13623,2106.059082
19-07-2021,963.9729,2336.307373,1495.795654,2092.649658
20-07-2021,945.316956,2361.768799,1503.897217,2087.515137
22-07-2021,940.120972,2306.723145,1542.851563,2114.334229
23-07-2021,938.24054,2287.275879,1543.094116,2099.379395
26-07-2021,940.764282,2278.157959,1556.143799,2070.615967
27-07-2021,903.699768,2272.046875,1554.833984,2048.831543
28-07-2021,880.738708,2290.476563,1557.793091,2031.234497
29-07-2021,874.008667,2264.626953,1568.853638,2047.086792
30-07-2021,910.578247,2263.220703,1562.547119,2029.190674
02-08-2021,911.567993,2262.735352,1582.970459,2066.279053
03-08-2021,918.59491,2315.162109,1605.916138,2081.483154
04-08-2021,929.976563,2305.705078,1600.143555,2097.435303
05-08-2021,935.667358,2286.887695,1604.315552,2127.84375
06-08-2021,901.918335,2300.272949,1601.065063,2082.779297
09-08-2021,914.208679,2312.882568,1613.775146,2070.915039
10-08-2021,908.187866,2310.263916,1627.309692,2081.782471
11-08-2021,905.451172,2318.653564,1627.60083,2110.94458
12-08-2021,900.923157,2320.448486,1639.291992,2104.165039
13-08-2021,890.075928,2332.281982,1661.218994,2139.209229
16-08-2021,883.955627,2353.52417,1653.651367,2166.97583
17-08-2021,900.276367,2409.200439,1689.792114,2157.753662
18-08-2021,904.455994,2411.382568,1681.836304,2166.128174
20-08-2021,886.54303,2540.727539,1681.351196,2141.801514
23-08-2021,894.006775,2555.034668,1686.978516,2155.859375
24-08-2021,913.213501,2553.919189,1669.61145,2177.145264
25-08-2021,908.187866,2565.558838,1683.873901,2195.988525
26-08-2021,906.894165,2586.315918,1676.257568,2223.754883
27-08-2021,919.433289,2597.519043,1657.92041,2220.713867
30-08-2021,930.181091,2606.976074,1647.490356,2263.435303
31-08-2021,943.217712,2642.282959,1655.640137,2251.371582
01-09-2021,918.388306,2650.818604,1627.7948,2260.294922
02-09-2021,950.631714,2716.921875,1638.806885,2287.512939
03-09-2021,936.55011,2683.603516,1650.012939,2381.330566
06-09-2021,945.60614,2697.085938,1678.877075,2418.319092
07-09-2021,945.904663,2694.272705,1655.834229,2433.572998
08-09-2021,947.198364,2716.776123,1642.833252,2424.052002
09-09-2021,944.710449,2726.233398,1641.2323,2418.319092
13-09-2021,945.854919,2702.663574,1641.523438,2364.431396
14-09-2021,948.54187,2679.578125,1635.944702,2361.340576
15-09-2021,948.342834,2692.090576,1660.491333,2371.161133
16-09-2021,949.387756,2685.106689,1651.565308,2420.911133
17-09-2021,949.4375,2640.488525,1640.941528,2383.374268
20-09-2021,933.564575,2716.24292,1637.594116,2387.163086
21-09-2021,951.477539,2727.979248,1667.282837,2397.481689
22-09-2021,958.841797,2700.868652,1665.779053,2423.204346
23-09-2021,963.419556,2698.735107,1690.665527,2482.426025
24-09-2021,962.971802,2664.155518,1711.331177,2475.247559
27-09-2021,958.045715,2628.121338,1669.902588,2516.872314
28-09-2021,966.305542,2642.040527,1636.866333,2540.401611
29-09-2021,982.825256,2604.647949,1641.863037,2520.262207
30-09-2021,978.794861,2620.652832,1625.320801,2511.687988
01-10-2021,981.432068,2622.835205,1615.570068,2516.124512
04-10-2021,952.87085,2605.52124,1628.765015,2548.477051
05-10-2021,930.031738,2627.296875,1642.396729,2601.36792
06-10-2021,909.033813,2605.375732,1623.719971,2552.16626
07-10-2021,911.621216,2589.22583,1640.650391,2564.678467
08-10-2021,912.666138,2560.757324,1672.522217,2663.231689
11-10-2021,909.332336,2565.655762,1640.601685,2644.6875
12-10-2021,911.521729,2595.772949,1634.974609,2659.792236
13-10-2021,909.083557,2567.256104,1658.30835,2686.860596
14-10-2021,906.943909,2569.972168,1664.66333,2692.294189
18-10-2021,899.380676,2574.28833,1738.788574,2699.472656
19-10-2021,901.818848,2470.308105,1767.895386,2723.649902
20-10-2021,901.520325,2404.204834,1748.684692,2692.294189
21-10-2021,907.142944,2372.292969,1701.434937,2614.628174
22-10-2021,892.016418,2380.392334,1668.592773,2619.513184
25-10-2021,897.489868,2382.089844,1656.707642,2593.990234
26-10-2021,903.112549,2378.186035,1667.621338,2653.0625
27-10-2021,918.040039,2338.905029,1692.33667,2619.513184
28-10-2021,887.438721,2332.12207,1667.817139,2590.799805
29-10-2021,900.674377,2335.537842,1632.432739,2528.636963
01-11-2021,904.854065,2349.152344,1664.048828,2530.182373
02-11-2021,899.03241,2360.668213,1661.944214,2493.293457
03-11-2021,908.237671,2353.300049,1666.446777,2476.14502
04-11-2021,906.297119,2364.523193,1672.515503,2491.349365
08-11-2021,909.282593,2373.355225,1700.705688,2494.439941
09-11-2021,909.730408,2372.623291,1705.599731,2514.130615
10-11-2021,908.038635,2342.369385,1703.299561,2542.24585
11-11-2021,900.525146,2318.996094,1696.594604,2546.88208
12-11-2021,911.521729,2347.053955,1742.501343,2585.316406
15-11-2021,933.61438,2366.377441,1749.304199,2570.062256
16-11-2021,917.29364,2348.712891,1754.345215,2510.342041
17-11-2021,900.9729,2333.586182,1749.5979,2456.60376
18-11-2021,887.986023,2341.637695,1741.718384,2465.875977
22-11-2021,891.071106,2331.048828,1722.141968,2356.654785
23-11-2021,906.197571,2336.5625,1700.118408,2378.688477
24-11-2021,889.130493,2317.581055,1660.084473,2344.341797
25-11-2021,895.59906,2292.499756,1685.925415,2485.466797
26-11-2021,962.026367,2278.885498,1655.82666,2405.358154
29-11-2021,960.334534,2273.322754,1660.427002,2434.171387
30-11-2021,966.604065,2261.758057,1676.381958,2398.179688
01-12-2021,923.66272,2288.401123,1678.584351,2459.594727
02-12-2021,916.796082,2325.925293,1711.228027,2475.397461
03-12-2021,907.640564,2287.229492,1698.796997,2401.02124
06-12-2021,890.62323,2250.973877,1659.399292,2355.508301
07-12-2021,884.950806,2265.710693,1675.403076,2374.700439
08-12-2021,893.608765,2284.253418,1716.219971,2410.841797
09-12-2021,890.175415,2283.42334,1726.106079,2449.076416
10-12-2021,889.578308,2276.640869,1721.995117,2451.568848
13-12-2021,886.990845,2248.875977,1707.704346,2402.416992
14-12-2021,891.270081,2262.48999,1715.04541,2373.005371
15-12-2021,891.369629,2265.076172,1697.475464,2366.076416
16-12-2021,876.740662,2253.901855,1734.083496,2396.684082
17-12-2021,856.04126,2176.55957,1782.290527,2333.424561
20-12-2021,889.47876,2214.474365,1760.805542,2270.51416
21-12-2021,882.462891,2218.134277,1773.23645,2304.312256
22-12-2021,885.398621,2222.818359,1786.059082,2358.997803
23-12-2021,905.351685,2245.264648,1818.262329,2358.150146
24-12-2021,903.908691,2241.653809,1824.037476,2365.677734
27-12-2021,925.752563,2245.996826,1826.631226,2363.135254
28-12-2021,928.787781,2253.511475,1848.018677,2391.200684
29-12-2021,931.026917,2251.315674,1845.620483,2395.28833
30-12-2021,948.143799,2269.614502,1852.765869,2352.018799
31-12-2021,939.535583,2303.332275,1847.773926,2361.041504
03-01-2022,926.001343,2304.45459,1858.247314,2396.634521
04-01-2022,919.781555,2343.443115,1858.932495,2450.72168
05-01-2022,924.060791,2357.642822,1805.586548,2462.187012
06-01-2022,917.54248,2333.830078,1779.305176,2409.246338
07-01-2022,910.327515,2357.984375,1775.879395,2428.687988
10-01-2022,911.770508,2349.103516,1811.557373,2430.681885
11-01-2022,911.521729,2345.7854,1816.304688,2448.179199
12-01-2022,901.818848,2355.056396,1837.691895,2513.532471
13-01-2022,919.58252,2356.081299,1856.632202,2527.689941
14-01-2022,917.044861,2306.796875,1888.49292,2531.378662
17-01-2022,905.7995,2332.024902,1898.427979,2544.588867
18-01-2022,897.788452,2312.457275,1880.075073,2514.230469
19-01-2022,891.319885,2254.292236,1827.512207,2514.031006
20-01-2022,878.084106,2207.350342,1785.0802,2470.013428
21-01-2022,863.256165,2269.418945,1747.884888,2470.412354
24-01-2022,887.786987,2229.601318,1700.020508,2370.762207
25-01-2022,901.271545,2271.224609,1685.680664,2366.126221
27-01-2022,923.115356,2240.092529,1643.052979,2331.081787
28-01-2022,927.74292,2228.57666,1650.492065,2328.838623
31-01-2022,940.431274,2219.012451,1699.433105,2379.436279
01-02-2022,941.824524,2250.144531,1734.524048,2371.559814
02-02-2022,947.198364,2271.858643,1749.255371,2376.395264
03-02-2022,948.143799,2242.824951,1701.733521,2345.687744
