,Date,Open,High,Low,Close,Adj Close,Volume,Name
193,2019-01-10,1097.35,1100.57,1092.64,1097.1,1080.24,4118960,RELIANCE
194,2019-01-11,1097.2,1103.34,1078.38,1087.74,1071.02,6525174,RELIANCE
195,2019-01-14,1084.72,1090.17,1076.2,1086.5,1069.8,4150757,RELIANCE
196,2019-01-15,1094.62,1121.37,1094.62,1119.04,1101.84,10158260,RELIANCE
197,2019-01-16,1124.34,1134.25,1119.74,1125.23,1107.94,6443279,RELIANCE
198,2019-01-17,1133.7,1137.12,1119.39,1123.8,1106.53,7558941,RELIANCE
199,2019-01-18,1138.01,1178.73,1124.59,1173.23,1155.2,25927601,RELIANCE
200,2019-01-21,1182.79,1228.31,1177.49,1226.08,1207.23,22247437,RELIANCE
201,2019-01-22,1221.27,1235.24,1208.15,1223.55,1204.75,16709723,RELIANCE
202,2019-01-23,1221.72,1232.52,1210.53,1214.79,1196.11,8913196,RELIANCE
203,2019-01-24,1213.5,1241.43,1208.64,1235.74,1216.74,13279882,RELIANCE
204,2019-01-25,1238.71,1252.82,1223.8,1234.3,1215.33,8631889,RELIANCE
205,2019-01-28,1238.76,1244.16,1210.92,1218.0,1199.29,8650493,RELIANCE
206,2019-01-29,1219.44,1220.08,1190.07,1199.28,1180.85,9417294,RELIANCE
207,2019-01-30,1203.59,1213.5,1179.92,1184.47,1166.27,7921321,RELIANCE
208,2019-01-31,1190.71,1218.15,1189.72,1215.63,1196.94,10281893,RELIANCE
209,2019-02-01,1222.41,1243.22,1215.53,1238.21,1219.18,9316446,RELIANCE
210,2019-02-04,1235.29,1284.77,1230.39,1278.78,1259.12,11781195,RELIANCE
211,2019-02-05,1279.87,1292.15,1266.59,1279.42,1259.76,9451152,RELIANCE
212,2019-02-06,1284.08,1305.28,1282.1,1297.95,1278.0,9500797,RELIANCE
213,2019-02-07,1297.95,1308.79,1274.02,1278.28,1258.64,9299549,RELIANCE
214,2019-02-08,1272.74,1288.29,1260.3,1265.7,1246.25,6567167,RELIANCE
215,2019-02-11,1263.92,1264.02,1239.25,1241.48,1222.4,7595318,RELIANCE
216,2019-02-12,1239.75,1260.4,1239.75,1244.6,1225.47,6460145,RELIANCE
217,2019-02-14,1229.35,1229.35,1206.56,1212.7,1194.07,6690180,RELIANCE
218,2019-02-15,1218.2,1238.16,1202.6,1232.76,1213.82,9688940,RELIANCE
219,2019-02-18,1238.26,1240.74,1203.59,1208.64,1190.07,9740480,RELIANCE
220,2019-02-19,1206.56,1228.06,1199.83,1204.68,1186.17,6303377,RELIANCE
221,2019-02-20,1212.36,1228.36,1207.55,1222.76,1203.97,6357879,RELIANCE
222,2019-02-21,1224.39,1245.99,1217.81,1235.19,1216.21,10680467,RELIANCE
223,2019-02-22,1232.91,1233.61,1214.49,1220.78,1202.02,8838861,RELIANCE
224,2019-02-25,1224.39,1231.33,1209.19,1220.73,1201.97,7926962,RELIANCE
225,2019-02-26,1198.14,1223.21,1194.68,1208.79,1190.21,10227082,RELIANCE
226,2019-02-27,1216.52,1233.21,1197.65,1212.01,1193.38,11218523,RELIANCE
227,2019-02-28,1222.17,1228.21,1215.03,1219.49,1200.75,11393904,RELIANCE
228,2019-03-01,1225.38,1230.68,1210.77,1214.54,1195.87,7997610,RELIANCE
229,2019-03-05,1211.91,1228.16,1207.16,1226.03,1207.19,7189013,RELIANCE
230,2019-03-06,1228.16,1261.15,1223.5,1252.92,1233.67,12152341,RELIANCE
231,2019-03-07,1252.13,1267.78,1246.34,1258.32,1238.98,8186126,RELIANCE
232,2019-03-08,1254.16,1262.48,1250.15,1255.2,1235.91,6097305,RELIANCE
233,2019-03-11,1258.12,1299.68,1256.09,1291.85,1272.0,9810964,RELIANCE
234,2019-03-12,1304.53,1321.47,1301.91,1318.85,1298.58,11335173,RELIANCE
235,2019-03-13,1324.45,1347.23,1315.63,1334.65,1314.14,11342554,RELIANCE
236,2019-03-14,1337.08,1349.21,1323.55,1328.95,1308.53,10500649,RELIANCE
237,2019-03-15,1332.37,1346.04,1298.89,1309.24,1289.12,16043743,RELIANCE
238,2019-03-18,1318.5,1345.2,1316.52,1337.37,1316.82,10201021,RELIANCE
239,2019-03-19,1347.23,1367.04,1330.49,1363.62,1342.67,9898262,RELIANCE
240,2019-03-20,1364.86,1374.97,1351.19,1362.53,1341.59,9986597,RELIANCE
241,2019-03-22,1359.61,1367.93,1324.15,1329.15,1308.72,11573789,RELIANCE
242,2019-03-25,1318.11,1324.3,1304.34,1312.01,1291.85,8027368,RELIANCE
243,2019-03-26,1317.81,1358.72,1317.51,1354.41,1333.6,9569142,RELIANCE
244,2019-03-27,1365.01,1365.01,1331.63,1336.58,1316.04,10189856,RELIANCE
245,2019-03-28,1337.57,1356.94,1330.19,1347.23,1326.52,10582305,RELIANCE
246,2019-04-01,1357.14,1393.59,1349.76,1378.78,1357.59,10194002,RELIANCE
247,2019-04-02,1384.87,1389.92,1367.14,1376.65,1355.49,8088587,RELIANCE
248,2019-04-03,1379.67,1389.83,1359.12,1362.29,1341.35,7923866,RELIANCE
249,2019-04-04,1366.05,1370.71,1334.6,1340.34,1319.75,8455067,RELIANCE
250,2019-04-05,1348.17,1351.09,1330.39,1341.19,1320.57,6792015,RELIANCE
251,2019-04-08,1343.27,1344.75,1311.27,1316.77,1296.53,8806267,RELIANCE
252,2019-04-09,1316.42,1328.11,1308.6,1321.92,1301.6,9587648,RELIANCE
253,2019-04-10,1325.39,1335.34,1314.04,1318.9,1298.63,7684871,RELIANCE
254,2019-04-11,1320.43,1340.3,1316.52,1334.15,1313.65,5795755,RELIANCE
255,2019-04-12,1337.32,1344.16,1324.1,1330.49,1310.04,5975855,RELIANCE
256,2019-04-15,1332.37,1336.28,1322.46,1327.57,1307.16,4285366,RELIANCE
257,2019-04-16,1332.37,1347.23,1327.42,1331.13,1310.67,8011783,RELIANCE
258,2019-04-18,1362.09,1376.7,1352.18,1372.94,1351.84,18130729,RELIANCE
259,2019-04-22,1347.23,1354.16,1328.71,1332.72,1312.23,10895052,RELIANCE
260,2019-04-23,1335.34,1360.11,1333.36,1351.04,1330.28,9141135,RELIANCE
261,2019-04-24,1357.43,1381.7,1353.42,1376.45,1355.3,7430660,RELIANCE
262,2019-04-25,1376.06,1399.14,1349.81,1359.51,1338.62,14061860,RELIANCE
263,2019-04-26,1362.09,1382.84,1357.83,1379.72,1358.52,6954749,RELIANCE
264,2019-04-30,1383.29,1383.29,1353.97,1379.72,1358.52,10313866,RELIANCE
265,2019-05-02,1378.93,1400.62,1369.12,1391.86,1370.47,8764806,RELIANCE
266,2019-05-03,1394.73,1404.19,1389.48,1395.62,1374.17,6571878,RELIANCE
267,2019-05-06,1384.87,1389.63,1365.16,1371.9,1350.81,7306518,RELIANCE
268,2019-05-07,1381.7,1381.9,1327.62,1330.88,1310.43,8961240,RELIANCE
269,2019-05-08,1327.42,1327.42,1280.07,1287.25,1267.46,14749036,RELIANCE
270,2019-05-09,1276.7,1276.7,1240.0,1244.65,1225.52,19692278,RELIANCE
271,2019-05-10,1253.12,1265.7,1233.31,1239.4,1220.35,11333250,RELIANCE
272,2019-05-13,1236.18,1248.96,1215.97,1220.48,1201.72,8124086,RELIANCE
273,2019-05-14,1224.89,1257.43,1219.94,1248.61,1229.42,13124240,RELIANCE
274,2019-05-15,1261.05,1266.0,1238.86,1245.1,1225.96,11269622,RELIANCE
275,2019-05-16,1248.12,1259.96,1246.29,1253.47,1234.2,6669276,RELIANCE
276,2019-05-17,1255.1,1264.96,1240.24,1255.5,1236.2,7973309,RELIANCE
277,2019-05-20,1301.27,1325.14,1291.26,1313.45,1293.26,12450850,RELIANCE
278,2019-05-21,1319.69,1354.16,1317.56,1327.22,1306.82,14003548,RELIANCE
279,2019-05-22,1333.01,1346.93,1322.56,1327.81,1307.41,11394393,RELIANCE
280,2019-05-23,1359.12,1378.93,1312.56,1321.37,1301.07,17890505,RELIANCE
281,2019-05-24,1335.34,1341.09,1304.14,1324.3,1303.94,10277262,RELIANCE
282,2019-05-27,1324.54,1324.94,1294.73,1298.34,1278.39,7419387,RELIANCE
283,2019-05-28,1307.41,1322.27,1301.02,1311.32,1291.17,19657240,RELIANCE
284,2019-05-29,1308.6,1320.78,1291.9,1300.72,1280.73,7180252,RELIANCE
285,2019-05-30,1303.89,1329.4,1303.89,1317.26,1297.02,10842653,RELIANCE
286,2019-05-31,1325.34,1329.3,1307.8,1317.66,1297.41,11871652,RELIANCE
287,2019-06-03,1322.46,1354.41,1308.79,1347.43,1326.72,8564026,RELIANCE
288,2019-06-04,1344.7,1361.35,1335.44,1338.96,1318.38,7126831,RELIANCE
289,2019-06-06,1349.11,1349.11,1308.69,1314.89,1294.68,7736969,RELIANCE
290,2019-06-07,1313.5,1314.79,1293.34,1302.55,1282.53,6794394,RELIANCE
291,2019-06-10,1308.5,1314.54,1297.8,1306.76,1286.68,5431146,RELIANCE
292,2019-06-11,1309.44,1321.97,1305.62,1316.67,1296.43,5303590,RELIANCE
293,2019-06-12,1322.17,1325.83,1312.56,1319.64,1299.36,4752340,RELIANCE
294,2019-06-13,1317.51,1322.17,1296.36,1314.79,1294.58,7239164,RELIANCE
295,2019-06-14,1309.49,1312.56,1297.1,1305.18,1285.12,6896085,RELIANCE
296,2019-06-17,1307.61,1307.61,1266.49,1270.26,1250.74,6880158,RELIANCE
297,2019-06-18,1266.89,1275.86,1257.18,1268.97,1249.47,7751984,RELIANCE
298,2019-06-19,1274.82,1289.77,1250.74,1265.36,1245.91,6688408,RELIANCE
299,2019-06-20,1267.98,1287.79,1266.0,1284.57,1264.83,4960591,RELIANCE
300,2019-06-21,1283.78,1283.83,1263.57,1267.49,1248.01,10723794,RELIANCE
301,2019-06-24,1260.2,1264.46,1245.3,1250.55,1231.33,5199824,RELIANCE
302,2019-06-25,1247.08,1285.81,1242.47,1283.68,1263.95,6907221,RELIANCE
303,2019-06-26,1278.88,1292.35,1274.27,1282.0,1262.29,5350180,RELIANCE
304,2019-06-27,1281.01,1284.72,1259.07,1262.19,1242.79,11493899,RELIANCE
305,2019-06-28,1265.11,1270.8,1236.93,1241.33,1222.26,8741806,RELIANCE
306,2019-07-01,1246.24,1260.7,1234.75,1256.94,1237.62,6220490,RELIANCE
307,2019-07-02,1261.99,1268.97,1251.44,1266.49,1247.03,4682721,RELIANCE
308,2019-07-03,1270.85,1274.42,1263.08,1270.51,1250.98,4064194,RELIANCE
309,2019-07-04,1269.37,1278.88,1267.98,1271.94,1252.39,4315672,RELIANCE
310,2019-07-05,1273.03,1278.38,1248.17,1251.49,1232.25,5042694,RELIANCE
311,2019-07-08,1246.19,1256.19,1236.48,1240.29,1221.23,6465252,RELIANCE
312,2019-07-09,1237.22,1271.45,1233.8,1268.08,1248.59,8092747,RELIANCE
313,2019-07-10,1268.03,1277.24,1256.79,1266.84,1247.37,5546395,RELIANCE
314,2019-07-11,1274.92,1277.69,1267.29,1269.52,1250.01,3972764,RELIANCE
315,2019-07-12,1270.95,1287.79,1266.05,1268.48,1248.98,7242056,RELIANCE
316,2019-07-15,1272.93,1277.39,1258.42,1264.12,1244.69,4919356,RELIANCE
